restaurant_name,location,city,cuisines,average_cost_for_two,aggregate_rating,votes,restaurant_type,online_order,book_table
Sree Saravana Bhavan,Marathahalli,Marathahalli,south indian,400.0,3.2,14,Quick Bites,No,No
The Chocolatiers,Bannerghatta Road,Bannerghatta Road,desserts,150.0,3.5,14,Dessert Parlor,No,No
Sai Shiv Sagar,Bannerghatta Road,Jayanagar,"south indian, north indian",300.0,2.8,14,Food Court,No,No
Fatima Bakery,Richmond Road,Lavelle Road,"bakery, fast food",300.0,3.7,14,"Bakery, Quick Bites",No,No
Masala Secret Eat WOW,Hsr,Hsr,"street food, fast food, chinese, momos",300.0,3.6,14,Quick Bites,Yes,No
Bihar Bhojanalaya,New Bel Road,New Bel Road,"north indian, bihari",200.0,3.1,14,Quick Bites,No,No
S L N Paratha Center,New Bel Road,New Bel Road,north indian,200.0,3.3,14,Quick Bites,No,No
David's Kitchen,Btm,Koramangala 4Th Block,"north indian, south indian, chinese",200.0,3.6,14,Quick Bites,Yes,No
Mysore Carnival Restaurant,Koramangala 6Th Block,Koramangala 7Th Block,"chinese, kerala, north indian, south indian",350.0,3.8,14,Quick Bites,No,No
Nandhi Andhra Style Family Restaurant,Jayanagar,Koramangala 7Th Block,"seafood, biryani, south indian, north indian, chinese, kebab",400.0,3.4,14,Quick Bites,Yes,No
Afghani Tandoori Hub,Btm,Koramangala 7Th Block,"arabian, afghan",400.0,3.7,14,Quick Bites,Yes,No
Eagle Bar & Restaurant,Jp Nagar,Jp Nagar,"north indian, chinese",700.0,3.1,14,"Casual Dining, Bar",No,No
Biryani House,Whitefield,Whitefield,"biryani, north indian",450.0,3.6,14,Casual Dining,No,No
SLV Upachar,Kumaraswamy Layout,Jp Nagar,"south indian, chinese, street food",250.0,3.1,14,Quick Bites,Yes,No
Tarbouche,Btm,Koramangala 7Th Block,"turkish, rolls",300.0,3.7,14,Quick Bites,Yes,No
Akshaya Sambrama Veg Restaurant,Vasanth Nagar,Residency Road,"south indian, chinese",200.0,3.2,14,Quick Bites,No,No
Nostradamus Bar & Lounge,Cunningham Road,Lavelle Road,"north indian, south indian, chinese, continental",1500.0,3.6,14,Bar,No,No
Page 3 Multicuisine Restaurant & Bar,Residency Road,Lavelle Road,"north indian, chinese, finger food",800.0,3.5,14,Bar,No,No
Kanis Kitchen,Shivajinagar,Mg Road,south indian,250.0,3.6,14,Quick Bites,No,No
Perch,Btm,Koramangala 7Th Block,italian,350.0,3.5,14,Quick Bites,Yes,No
Cafe Talk,Bannerghatta Road,Bannerghatta Road,"cafe, continental, north indian, bakery, desserts",700.0,3.3,14,"Cafe, Casual Dining",No,No
The Golden Spoon Restaurant Meat & Wine,Koramangala 7Th Block,Koramangala 5Th Block,"chinese, north indian",1000.0,3.5,14,Casual Dining,No,No
Krispy Kreme,Bannerghatta Road,Bannerghatta Road,"desserts, beverages",300.0,3.7,14,Dessert Parlor,Yes,No
Richie Rich,Jp Nagar,Jp Nagar,"desserts, ice cream, beverages",250.0,3.1,14,"Takeaway, Delivery",Yes,No
The Fresh Factor,Koramangala 6Th Block,Koramangala 6Th Block,"juices, sandwich",200.0,3.1,14,Quick Bites,No,No
M World Cafe,Koramangala 1St Block,Koramangala 7Th Block,cafe,500.0,3.5,14,Cafe,Yes,No
Sudhir Vada Pav & Paratha Center,Marathahalli,Marathahalli,street food,250.0,3.4,14,Quick Bites,Yes,No
Kabab Ghar,Btm,Btm,"biryani, north indian, kebab",600.0,3.3,14,,Yes,No
Ice Cream Buggy,East Bangalore,Indiranagar,"ice cream, desserts",100.0,3.6,14,Food Truck,No,No
Cream and Fudge,Brookefield,Marathahalli,"ice cream, desserts",250.0,3.3,14,Dessert Parlor,Yes,No
Keventers,Brigade Road,Brigade Road,"desserts, beverages, ice cream",400.0,3.0,14,"Beverage Shop, Dessert Parlor",No,No
Good Bread,Jp Nagar,Btm,"bakery, desserts",300.0,3.6,14,Bakery,No,No
Indian Chaps House,Marathahalli,Marathahalli,north indian,400.0,3.7,14,Quick Bites,No,No
Just Bake,Electronic City,Electronic City,"bakery, desserts",400.0,3.2,14,"Bakery, Quick Bites",Yes,No
Goli Vada Pav No. 1,Whitefield,Whitefield,street food,200.0,3.7,14,Quick Bites,No,No
South Side Grill,Hsr,Btm,"mughlai, north indian, andhra",600.0,3.5,14,Casual Dining,Yes,No
Iyengars' Bakery,Richmond Road,Brigade Road,bakery,200.0,3.4,14,Bakery,No,No
RK Fresh Food,Btm,Jayanagar,fast food,300.0,3.5,14,Quick Bites,Yes,No
Hotel Karavali,Vijay Nagar,Rajajinagar,"south indian, chinese",400.0,3.6,14,Quick Bites,No,No
Mubeena Shariff Chocolatier,Whitefield,Whitefield,desserts,500.0,3.6,14,Dessert Parlor,No,No
Waikiki740,Koramangala 6Th Block,Jayanagar,parsi,400.0,3.6,14,,Yes,No
Drunken Monkey,Cv Raman Nagar,Indiranagar,"beverages, fast food",400.0,3.1,14,"Beverage Shop, Quick Bites",Yes,No
G. P. S. Kaapi Thindi,Malleshwaram,Rajajinagar,street food,150.0,3.5,14,Quick Bites,No,No
New Royal Paris Restaurant,Old Airport Road,Old Airport Road,"chinese, kerala, north indian",300.0,3.4,14,Quick Bites,No,No
New Udupi Garden,Old Airport Road,Old Airport Road,"south indian, north indian, chinese",300.0,3.6,14,Quick Bites,No,No
Veg By Nature,Jp Nagar,Jp Nagar,north indian,200.0,3.4,14,"Takeaway, Delivery",Yes,No
Sri Manjunatha Foods,Electronic City,Electronic City,"south indian, north indian, chinese",250.0,3.6,14,Quick Bites,Yes,No
Five Star Chicken,Kalyan Nagar,Kalyan Nagar,"roast chicken, burger",300.0,3.3,14,"Quick Bites, Kiosk",No,No
My China,Kalyan Nagar,Kammanahalli,"chinese, asian, malaysian",600.0,3.0,14,Casual Dining,No,No
Pizza D Italy,Btm,Btm,italian,500.0,3.5,14,Delivery,No,No
Just bake,Rajajinagar,Rajajinagar,bakery,400.0,3.5,14,Bakery,Yes,No
Butterly Cafe,Whitefield,Brookefield,cafe,550.0,3.1,14,Cafe,Yes,No
Shoiab Family Restaurant,Electronic City,Electronic City,"north indian, south indian, chinese",600.0,3.6,14,Casual Dining,Yes,No
Al Zaiqa Hotel,Marathahalli,Marathahalli,"chinese, south indian, fast food",200.0,3.4,14,Quick Bites,Yes,No
Cocoa Bakes,Banashankari,Banashankari,"bakery, desserts",350.0,3.6,14,Bakery,Yes,No
Wood Castle,Sarjapur Road,Sarjapur Road,"north indian, chinese, beverages",400.0,3.5,14,Quick Bites,No,No
The Pastry Inn,Whitefield,Whitefield,"desserts, bakery",400.0,3.4,14,Dessert Parlor,No,No
Royal Chowpatty,Electronic City,Electronic City,street food,100.0,3.7,14,Quick Bites,No,No
Neals Cafe,Bannerghatta Road,Bannerghatta Road,"north indian, chinese",550.0,3.1,14,Quick Bites,No,No
Kolkata Refreshments,Sanjay Nagar,New Bel Road,"bengali, fast food",200.0,3.0,14,Quick Bites,No,No
Halli Mane MUDDE OOTA,Jp Nagar,Jp Nagar,south indian,300.0,3.5,14,Quick Bites,Yes,No
Chilly N Chicken,Jp Nagar,Jp Nagar,"andhra, biryani",250.0,3.5,14,Quick Bites,No,No
Sri Krishna Bhavan,Kalyan Nagar,Kalyan Nagar,"south indian, north indian",250.0,3.5,14,Quick Bites,No,No
SFC Kabab Corner,Electronic City,Electronic City,"chinese, andhra",350.0,3.6,14,Quick Bites,No,No
Egg House,Koramangala 5Th Block,Koramangala 7Th Block,"continental, italian, fast food",400.0,2.9,14,Quick Bites,No,No
Cream and Bakes,Domlur,Old Airport Road,desserts,100.0,3.5,14,Dessert Parlor,No,No
Mom's Rasoi,Malleshwaram,Malleshwaram,"south indian, biryani",300.0,3.5,14,Quick Bites,No,No
Utsava Grand,Majestic,Rajajinagar,"south indian, north indian, chinese",300.0,3.6,14,Quick Bites,No,No
Sketches,Sahakara Nagar,New Bel Road,"south indian, fast food",350.0,3.5,14,Quick Bites,No,No
Waffle Stories,Marathahalli,Marathahalli,desserts,300.0,3.6,14,Dessert Parlor,Yes,No
FreshEats,East Bangalore,Whitefield,"continental, north indian, thai",400.0,3.6,14,Food Truck,No,No
Cafe Olive,Marathahalli,Marathahalli,"cafe, italian",500.0,3.1,14,Cafe,No,No
TRP -That Roll Place,Bellandur,Sarjapur Road,"fast food, rolls",200.0,3.6,14,"Quick Bites, Food Court",No,No
Bucket Biriyani,Banaswadi,Kalyan Nagar,"biryani, north indian, chinese",600.0,3.5,14,Quick Bites,No,No
Yumme Veg,Bannerghatta Road,Bannerghatta Road,"fast food, street food",200.0,3.6,14,"Takeaway, Delivery",Yes,No
Hangout Cafe,Hbr Layout,Kalyan Nagar,"cafe, beverages",400.0,3.6,14,Cafe,Yes,No
Royal Savera,Frazer Town,Frazer Town,"north indian, chinese",600.0,3.1,14,Casual Dining,No,No
Makaranda,Yeshwantpur,Malleshwaram,"north indian, chinese, south indian, mughlai",750.0,3.5,14,Casual Dining,No,No
Wang's Xanadu Momo,Hsr,Koramangala 4Th Block,"tibetan, chinese, momos",250.0,3.8,14,Quick Bites,No,No
Up Shawarma,Bellandur,Sarjapur Road,arabian,150.0,3.4,14,Quick Bites,Yes,No
Kalavara,Cv Raman Nagar,Old Airport Road,"south indian, kerala",150.0,3.4,14,Quick Bites,No,No
Sangam Military Hotel,Jayanagar,Banashankari,south indian,250.0,3.2,14,Quick Bites,No,No
Kishi's Cafe,Sahakara Nagar,New Bel Road,"fast food, street food",500.0,3.5,14,Quick Bites,Yes,No
Madhappa Hindu Military Hotel,Banashankari,Banashankari,south indian,300.0,3.4,14,Quick Bites,Yes,No
Kolkata Famous Kathi Rolls,Electronic City,Electronic City,"fast food, rolls",200.0,3.5,14,Quick Bites,Yes,No
Meat and eat,Kaggadasapura,Old Airport Road,"fast food, burger",500.0,3.2,14,Quick Bites,Yes,No
Golden Paradise,Whitefield,Whitefield,"north indian, chinese",300.0,3.5,14,Quick Bites,No,No
Soup N Grill,Whitefield,Whitefield,"chinese, north indian",600.0,3.5,14,Casual Dining,No,No
Manju's Kitchen,Indiranagar,Old Airport Road,chinese,300.0,3.3,14,Quick Bites,Yes,No
IceBreakers,Kalyan Nagar,Kalyan Nagar,"desserts, ice cream",500.0,3.9,14,Dessert Parlor,No,No
Hot Burg,Btm,Jayanagar,"fast food, juices",300.0,3.5,14,Quick Bites,No,No
Mubarak Hotel,Nagawara,Kalyan Nagar,north indian,150.0,3.5,14,Quick Bites,No,No
The London Shakes,Btm,Koramangala 7Th Block,"beverages, fast food",400.0,3.5,14,Beverage Shop,Yes,No
Kolkata Kati Roll,Sahakara Nagar,New Bel Road,rolls,150.0,3.4,14,Quick Bites,Yes,No
Baskin Robbins,Marathahalli,Marathahalli,"ice cream, desserts",250.0,3.2,14,Dessert Parlor,Yes,No
AutoExpress - Hot Dogs,Whitefield,Whitefield,fast food,300.0,3.5,14,"Takeaway, Delivery",Yes,No
Prashanth Grand,Seshadripuram,Malleshwaram,"south indian, north indian, chinese",300.0,2.9,14,Quick Bites,No,No
Sanman Veg,Cunningham Road,Mg Road,"south indian, north indian, chinese",250.0,3.5,14,Quick Bites,No,No
Chicken Shawarma Hub,Bellandur,Bellandur,"fast food, arabian, beverages",250.0,3.1,14,"Takeaway, Delivery",No,No
Chefie,Jp Nagar,Jp Nagar,"continental, fast food, italian, north indian",200.0,3.3,14,"Takeaway, Delivery",Yes,No
Baba Fattoosh,Whitefield,Brookefield,north indian,300.0,3.6,14,Delivery,No,No
Cookie Man,Whitefield,Whitefield,bakery,150.0,3.0,14,Dessert Parlor,Yes,No
UBQ By Barbeque Nation,Kalyan Nagar,Kammanahalli,"north indian, bbq, biryani, kebab",450.0,3.1,14,Delivery,Yes,No
Apple Cafe,Marathahalli,Marathahalli,"beverages, fast food",300.0,3.3,14,Quick Bites,No,No
Kanti Sweets,Jalahalli,New Bel Road,"mithai, street food",400.0,3.5,14,"Sweet Shop, Quick Bites",Yes,No
Smoodys,Indiranagar,Indiranagar,"fast food, juices",350.0,3.0,14,Quick Bites,No,No
KL-58 Thalassery Cafe,New Bel Road,New Bel Road,kerala,200.0,3.5,14,Quick Bites,No,No
Kulcha Kulture,Indiranagar,Old Airport Road,north indian,400.0,3.5,14,Delivery,Yes,No
The Good Bowl,Sarjapur Road,Sarjapur Road,"italian, north indian, biryani",500.0,3.6,14,"Takeaway, Delivery",Yes,No
Cakes & Slices,Banashankari,Banashankari,"bakery, desserts",300.0,3.5,13,Bakery,No,No
Desi Inn,Shanti Nagar,Church Street,north indian,300.0,3.5,13,Quick Bites,Yes,No
Mulabagilu Dosa,Basavanagudi,Basavanagudi,south indian,100.0,3.6,13,Quick Bites,Yes,No
E2 - EntrÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©e Envoy,Btm,Btm,"chinese, north indian, biryani",550.0,3.5,13,Delivery,No,No
Tasty Corner,New Bel Road,New Bel Road,south indian,200.0,3.6,13,Quick Bites,No,No
Top Foam Parantha Roll & Juice Centre,Btm,Jayanagar,"north indian, chinese, fast food, rolls",300.0,3.5,13,Quick Bites,No,No
Malgudi Natti Style Hotel,Sahakara Nagar,New Bel Road,south indian,400.0,3.6,13,Quick Bites,Yes,No
Venkateshwara Foods,Residency Road,Lavelle Road,"street food, south indian",400.0,3.0,13,"Takeaway, Delivery",Yes,No
VT Sindhur Veg,Richmond Road,Brigade Road,"north indian, chinese",600.0,3.3,13,Casual Dining,No,No
Imli,Marathahalli,Marathahalli,"north indian, beverages, fast food, street food",250.0,3.3,13,Quick Bites,No,No
The Juicy,Jp Nagar,Bannerghatta Road,"beverages, juices",100.0,3.5,13,Beverage Shop,Yes,No
D2V Cafe,Bannerghatta Road,Bannerghatta Road,cafe,700.0,3.6,13,Cafe,No,No
Roots n Fruits,Jp Nagar,Jp Nagar,"beverages, juices, healthy food",250.0,3.6,13,Beverage Shop,Yes,No
Konfection Konnection,Frazer Town,Mg Road,desserts,600.0,3.6,13,"Takeaway, Delivery",No,No
Tosco,Indiranagar,Mg Road,beverages,250.0,3.5,13,Beverage Shop,No,No
Hotel Parampare,Koramangala 7Th Block,Koramangala 5Th Block,"north indian, mughlai, biryani",600.0,2.9,13,Casual Dining,Yes,No
Basaveshwara Kanawali,Whitefield,Whitefield,south indian,250.0,3.5,13,Quick Bites,No,No
Amrutha Sweets,Ejipura,Koramangala 7Th Block,"street food, mithai",200.0,3.5,13,Quick Bites,No,No
Naidoo's Donne Biryani,Kammanahalli,Frazer Town,"south indian, biryani",300.0,3.5,13,"Takeaway, Delivery",Yes,No
Lakshmi Mess,Malleshwaram,Malleshwaram,south indian,200.0,3.3,13,Mess,No,No
The Nest - The Den Bengaluru,"Itpl Main Road, Whitefield",Whitefield,"finger food, north indian, continental",1500.0,3.4,13,"Bar, Casual Dining",No,No
The Jungle Terrace,Brigade Road,Indiranagar,"continental, mexican, lebanese",600.0,3.5,13,Casual Dining,Yes,No
360 Atoms Restaurant And Cafe,Banashankari,Basavanagudi,"cafe, chinese, continental, italian",400.0,3.1,13,Cafe,Yes,No
Hyderabad Biryaani Palace,Bellandur,Sarjapur Road,"chinese, south indian, north indian, biryani",700.0,3.5,13,Casual Dining,No,No
Al Swaad Take Away,Richmond Road,Koramangala 5Th Block,"north indian, south indian, arabian",350.0,3.1,13,Quick Bites,Yes,No
Pakiza Dilli Darbar Restaurant,Btm,Hsr,biryani,300.0,3.2,13,Quick Bites,Yes,No
Ambur Hot Dum Biryani,Whitefield,Whitefield,biryani,200.0,3.0,13,Quick Bites,No,No
Diabetics Dezire Sugarless Sweets and Bakes,Basavanagudi,Basavanagudi,"desserts, mithai",300.0,3.3,13,"Dessert Parlor, Sweet Shop",Yes,No
Krishna Vijayashree,Bannerghatta Road,Bannerghatta Road,"biryani, north indian, chinese",700.0,3.5,13,Casual Dining,Yes,No
Curries & Chillies,Kalyan Nagar,Kammanahalli,andhra,400.0,3.1,13,Quick Bites,Yes,No
Biryani Lakhnawi,Marathahalli,Marathahalli,"lucknowi, biryani",500.0,3.6,13,Quick Bites,No,No
Bada Bing Burgers,Frazer Town,Frazer Town,"burger, desserts",300.0,3.5,13,Delivery,Yes,No
Karama Restaurant,Hsr,Koramangala 4Th Block,arabian,400.0,3.3,13,"Takeaway, Delivery",Yes,No
Ocean's Delight,Kammanahalli,Kalyan Nagar,"seafood, biryani, south indian",700.0,3.4,13,Casual Dining,No,No
Bite and Pipes,Kammanahalli,Kalyan Nagar,"continental, chinese",500.0,3.5,13,Casual Dining,No,No
New Kabab Zone,Bommanahalli,Hsr,"north indian, fast food",500.0,3.4,13,Casual Dining,Yes,No
The Velu's,Domlur,Koramangala 6Th Block,"fast food, chinese",200.0,3.6,13,Kiosk,Yes,No
Andhra Central,Marathahalli,Brookefield,andhra,400.0,3.1,13,Food Court,Yes,No
Mallige Ootada Mane,Vijay Nagar,Rajajinagar,south indian,300.0,3.3,13,Quick Bites,No,No
Swad-Deshi Restaurant,Marathahalli,Brookefield,"south indian, chinese",300.0,3.5,13,Quick Bites,Yes,No
Tandoori Spot,Jp Nagar,Bannerghatta Road,"north indian, chinese",500.0,3.5,13,Quick Bites,No,No
Sri Krishna Sagar,Koramangala 7Th Block,Koramangala 5Th Block,south indian,300.0,3.6,13,Quick Bites,No,No
Naidu Military Hotel,Kammanahalli,Kalyan Nagar,south indian,250.0,3.5,13,Quick Bites,Yes,No
Rakesh Kumar Pani Poori,Jayanagar,Jayanagar,street food,100.0,3.7,13,Quick Bites,No,No
Delhiz Taste,Nagawara,Kammanahalli,"north indian, south indian, chinese",400.0,3.5,13,Quick Bites,Yes,No
De3 - The Eatery,North Bangalore,Kammanahalli,fast food,250.0,3.1,13,Food Truck,No,No
Ambur Dum Biriyani,Bellandur,Sarjapur Road,biryani,200.0,3.3,13,Quick Bites,Yes,No
Coastal Creek,Vasanth Nagar,Church Street,"north indian, continental, south indian",600.0,3.3,13,Casual Dining,No,No
The Tiny Taproom,Indiranagar,Old Airport Road,"south indian, north indian, chinese, continental",800.0,3.5,13,"Bar, Casual Dining",No,No
Fitbakes,Jayanagar,Basavanagudi,"bakery, healthy food",400.0,3.6,13,Delivery,No,No
RÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂªveur Chocolates,Koramangala 4Th Block,Koramangala 5Th Block,desserts,400.0,3.7,13,Dessert Parlor,No,No
North Indian Kitchen,Hsr,Koramangala 4Th Block,north indian,0.0,3.2,13,Takeaway,No,No
Desi Dhaba,Btm,Koramangala 6Th Block,"north indian, chinese",400.0,3.3,13,Delivery,Yes,No
Oggarne,Wilson Garden,Koramangala 5Th Block,"south indian, north indian, chinese",300.0,3.2,13,"Takeaway, Delivery",No,No
Ambur Biryani Hotel,Koramangala 1St Block,Btm,biryani,200.0,3.2,13,Quick Bites,No,No
Sunny's,Electronic City,Electronic City,"sandwich, fast food, salad, bakery, juices",300.0,3.0,13,Quick Bites,Yes,No
Prathika Annapurna Grand,Kr Puram,Whitefield,"south indian, north indian, chinese",500.0,3.5,13,Casual Dining,Yes,No
Hotel Royal Darbar,Whitefield,Whitefield,"north indian, chinese",400.0,3.4,13,Quick Bites,No,No
Lassi Magic,Marathahalli,Whitefield,beverages,150.0,3.5,13,Quick Bites,Yes,No
Vyshali Food Corner,Shanti Nagar,Church Street,"north indian, chinese, south indian",400.0,3.6,13,Quick Bites,No,No
Lotus Royal Cuisine,Church Street,Brigade Road,"north indian, chinese",750.0,3.3,13,Casual Dining,No,No
Brew Bakes,Jayanagar,Basavanagudi,"cafe, continental, italian",550.0,3.4,13,Cafe,No,No
Donne Biryani Mane,Brookefield,Marathahalli,biryani,250.0,3.5,13,Quick Bites,No,No
UBQ By Barbeque Nation,Marathahalli,Marathahalli,"north indian, bbq, biryani, kebab",450.0,3.2,13,Delivery,Yes,No
Pai's Kitchen,Koramangala 2Nd Block,Koramangala 6Th Block,south indian,200.0,3.4,13,Quick Bites,Yes,No
RÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂªveur Chocolates,Koramangala 4Th Block,Koramangala 7Th Block,desserts,400.0,3.7,13,Dessert Parlor,No,No
Aahara Vihar,Malleshwaram,Rajajinagar,"south indian, north indian, chinese",300.0,3.5,13,Quick Bites,No,No
Al Khwaja,Bellandur,Bellandur,"north indian, chinese",400.0,3.0,13,Casual Dining,No,No
Annapurna Foods,Bellandur,Sarjapur Road,"north indian, chinese, hyderabadi, biryani",600.0,3.5,13,Casual Dining,Yes,No
Abhiruchi Hotel,Bommanahalli,Koramangala 5Th Block,"north indian, biryani, seafood",700.0,3.3,13,Casual Dining,Yes,No
Udupi Upachar,Jp Nagar,Jayanagar,"south indian, north indian, chinese, street food",300.0,3.3,13,Quick Bites,Yes,No
The Cake Shop Mayura,Jp Nagar,Jp Nagar,"bakery, desserts",800.0,3.6,13,Bakery,No,No
Biriyani House,Whitefield,Whitefield,"andhra, biryani",350.0,3.2,13,Quick Bites,No,No
SV Indian Restaurant,Hennur,Kammanahalli,"north indian, chinese",400.0,3.5,13,Quick Bites,Yes,No
The Green House Family Restaurant,Majestic,Lavelle Road,"north indian, chinese, seafood, biryani",700.0,3.2,13,"Casual Dining, Bar",No,No
Lassi Berg,Btm,Bannerghatta Road,juices,100.0,3.4,13,Takeaway,Yes,No
The Grains,Marathahalli,Marathahalli,"south indian, north indian, chinese",300.0,3.6,13,Quick Bites,Yes,No
Ragi Nadu,Electronic City,Electronic City,"south indian, biryani, chinese",450.0,3.5,13,Quick Bites,No,No
New Sagar Fast food,Yeshwantpur,Malleshwaram,"south indian, north indian, chinese",250.0,3.4,13,Quick Bites,Yes,No
Sri Gurudev Darshini,Hsr,Hsr,south indian,150.0,3.5,13,Quick Bites,Yes,No
Aha Juice Bar,Btm,Jp Nagar,"beverages, fast food",200.0,3.6,13,Beverage Shop,No,No
Robin Brown Ice Creams,Rajajinagar,Rajajinagar,"ice cream, fast food",200.0,3.5,13,Dessert Parlor,Yes,No
Miss Momo,Btm,Koramangala 6Th Block,"tibetan, momos",250.0,3.2,13,Quick Bites,Yes,No
Food Dig,Whitefield,Whitefield,north indian,150.0,3.5,13,Quick Bites,No,No
Kalinga Delicacies Restaurant,Brookefield,Marathahalli,"north indian, bengali, oriya, chinese",500.0,3.2,13,Casual Dining,Yes,No
The Chinese Table,Nagawara,Kalyan Nagar,"chinese, thai, pan asian",400.0,3.0,13,Casual Dining,Yes,No
Pandit Ji Sweets & Namkeen,Electronic City,Electronic City,"mithai, street food",300.0,3.6,13,Sweet Shop,Yes,No
UBQ by Barbeque Nation,Electronic City,Electronic City,"north indian, bbq, biryani, kebab",450.0,3.6,13,Delivery,Yes,No
Hotel Sapthagiri,Marathahalli,Sarjapur Road,"andhra, north indian, chinese",700.0,3.6,13,Casual Dining,Yes,No
Lotus Royal Cuisine,Residency Road,Residency Road,"north indian, chinese",750.0,3.3,13,Casual Dining,No,No
Twist N Roll,Yelahanka,New Bel Road,fast food,0.0,3.4,13,Quick Bites,No,No
Lassi Darbar,Btm,Koramangala 7Th Block,"beverages, ice cream",200.0,3.7,13,Beverage Shop,Yes,No
Kulfi House,Electronic City,Electronic City,ice cream,200.0,3.7,13,Dessert Parlor,No,No
Leung Fast Food,Banaswadi,Kammanahalli,"chinese, fast food, seafood, momos",400.0,3.5,13,Quick Bites,No,No
Juba Cafe,Kalyan Nagar,Kammanahalli,juices,100.0,3.4,13,Quick Bites,No,No
The Good Bowl,Hsr,Koramangala 4Th Block,"italian, north indian, biryani",500.0,3.7,13,"Takeaway, Delivery",Yes,No
Foxtail Rodeo,South Bangalore,Hsr,"chinese, street food",300.0,3.5,13,Food Truck,No,No
The Yummy Tummy,Bannerghatta Road,Bannerghatta Road,"north indian, street food",200.0,3.5,13,Quick Bites,No,No
Hotel Shruthi,Electronic City,Electronic City,"north indian, biryani",200.0,3.5,13,Quick Bites,Yes,No
Madiha Biryani House,Electronic City,Electronic City,"biryani, north indian, beverages",450.0,3.4,13,,No,No
Nite Out,Marathahalli,Marathahalli,"north indian, chinese, biryani",500.0,3.5,13,Delivery,Yes,No
